1.000000000000000048e-04 1.004239603824878202e+02 1.004239603824878202e+02 1.004239555834793691e+02 1.004239556105258089e+02 1.004239603824878202e+02
1.002536053960523439e-04 1.006708154113191256e+02 1.006708154113173066e+02 1.006708105766331869e+02 1.006707844996615080e+02 1.006708154113168661e+02
1.005078539490737580e-04 1.009182561360328947e+02 1.009182561360308341e+02 1.009182512653785011e+02 1.009182217760657068e+02 1.009182561360303225e+02
1.007627472901450157e-04 1.011662910343063970e+02 1.011662910343051891e+02 1.011662861278034313e+02 1.011662689170017160e+02 1.011662910343048907e+02
1.010182870544834149e-04 1.014149286957240292e+02 1.014149286957242850e+02 1.014149237509437000e+02 1.014149273999457677e+02 1.014149286957243419e+02
1.012744748814532183e-04 1.016641778229388393e+02 1.016641778229406725e+02 1.016641728394088346e+02 1.016641987106628449e+02 1.016641778229411273e+02
1.015313124145762654e-04 1.019140472328448368e+02 1.019140472328478353e+02 1.019140422132406201e+02 1.019140843395047398e+02 1.019140472328485885e+02
1.017888013015423940e-04 1.021645458577599754e+02 1.021645458577631871e+02 1.021645408008915865e+02 1.021645857730104296e+02 1.021645458577639971e+02
1.020469431942201059e-04 1.024156827466199928e+02 1.024156827466219255e+02 1.024156776512045752e+02 1.024157045053591020e+02 1.024156827466224087e+02
1.023057397486671114e-04 1.026674670661826525e+02 1.026674670661812172e+02 1.026674619318220039e+02 1.026674420350302626e+02 1.026674670661808477e+02
1.025651926251409945e-04 1.029199081022436530e+02 1.029199081022361639e+02 1.029199029284095417e+02 1.029197998630115194e+02 1.029199081022342881e+02
1.028253034881098385e-04 1.031730152608631101e+02 1.031730152608462703e+02 1.031730100493010127e+02 1.031727794962411622e+02 1.031730152608420781e+02
1.030860740062628780e-04 1.034267980696032083e+02 1.034267980695730671e+02 1.034267928201152813e+02 1.034263824408967452e+02 1.034267980695655780e+02
1.033475058525212733e-04 1.036812661787774630e+02 1.036812661787294445e+02 1.036812608879890973e+02 1.036806102055083869e+02 1.036812661787174932e+02
1.036096007040487762e-04 1.039364293627109248e+02 1.039364293626397426e+02 1.039364240300562443e+02 1.039354643081337457e+02 1.039364293626220217e+02
1.038723602422625316e-04 1.041922975210118807e+02 1.041922975209115378e+02 1.041922921496299068e+02 1.041909462711793992e+02 1.041922975208865694e+02
1.041357861528438377e-04 1.044488806055652788e+02 1.044488806054290819e+02 1.044488751955418735e+02 1.044470576139976714e+02 1.044488806053952032e+02
1.043998801257489884e-04 1.047061749873195424e+02 1.047061749871410825e+02 1.047061695348182724e+02 1.047037998585458070e+02 1.047061749870966736e+02
1.046646438552200611e-04 1.049641472328473668e+02 1.049641472326227642e+02 1.049641417382995741e+02 1.049611745385361985e+02 1.049641472325668872e+02
1.049300790397958671e-04 1.052227594844599565e+02 1.052227594841883018e+02 1.052227539497984594e+02 1.052191831884508275e+02 1.052227594841207008e+02
1.051961873823227799e-04 1.054819732846141704e+02 1.054819732842975810e+02 1.054819677075641948e+02 1.054778273408287532e+02 1.054819732842188102e+02
1.054629705899656859e-04 1.057417495695224687e+02 1.057417495691662310e+02 1.057417439493489297e+02 1.057371085373360984e+02 1.057417495690775837e+02
1.057304303742189345e-04 1.060020486627043255e+02 1.060020486623169802e+02 1.060020430021710922e+02 1.059970283253772294e+02 1.060020486622206022e+02
1.059985684509173162e-04 1.062628302684785240e+02 1.062628302680720083e+02 1.062628245651065555e+02 1.062575882470168125e+02 1.062628302679708554e+02
1.062673865402470803e-04 1.065240539162474533e+02 1.065240539158371575e+02 1.065240481675977122e+02 1.065187898533884265e+02 1.065240539157350526e+02
1.065368863667569532e-04 1.067857074103109341e+02 1.067857074099135559e+02 1.067857016198361180e+02 1.067806347051118081e+02 1.067857074098146768e+02
1.068070696593691974e-04 1.070478243675310210e+02 1.070478243671610130e+02 1.070478185332662946e+02 1.070431243549454905e+02 1.070478243670689409e+02
1.070779381513907382e-04 1.073104430090592416e+02 1.073104430087283419e+02 1.073104371298430237e+02 1.073062603657457572e+02 1.073104430086460042e+02
1.073494935805242628e-04 1.075736021314334039e+02 1.075736021311505795e+02 1.075735962108790602e+02 1.075700443078260946e+02 1.075736021310802073e+02
1.076217376888793340e-04 1.078373411126811163e+02 1.078373411124524353e+02 1.078373351461368941e+02 1.078344777422684473e+02 1.078373411123955350e+02
1.078946722229836246e-04 1.081016999184794116e+02 1.081016999183079434e+02 1.081016939029571375e+02 1.080995622434451064e+02 1.081016999182652825e+02
1.081682989337940987e-04 1.083667191083703329e+02 1.083667191082560493e+02 1.083667130502502687e+02 1.083652993975399426e+02 1.083667191082275991e+02
1.084426195767082329e-04 1.086324394780276634e+02 1.086324394779673241e+02 1.086324333776734363e+02 1.086316907787314108e+02 1.086324394779523033e+02
1.087176359115752788e-04 1.088988890420224038e+02 1.088988890420105662e+02 1.088988828934359105e+02 1.088987379644892570e+02 1.088988890420076245e+02
1.089933497027075789e-04 1.091660792315256856e+02 1.091660792315560116e+02 1.091660730338268337e+02 1.091664425477022746e+02 1.091660792315635575e+02
1.092697627188918426e-04 1.094340205323328377e+02 1.094340205323981650e+02 1.094340142896992631e+02 1.094348061248325763e+02 1.094340205324144222e+02
1.095468767334005440e-04 1.097027235636852538e+02 1.097027235637775391e+02 1.097027172752957256e+02 1.097038302857997536e+02 1.097027235638005038e+02
1.098246935240032650e-04 1.099721990796333415e+02 1.099721990797436746e+02 1.099721927411587217e+02 1.099735166260505821e+02 1.099721990797711300e+02
1.101032148729780795e-04 1.102424579704111238e+02 1.102424579705296566e+02 1.102424515850353828e+02 1.102438667554530838e+02 1.102424579705591583e+02
1.103824425671230599e-04 1.105135112638239150e+02 1.105135112639398756e+02 1.105135048324602138e+02 1.105148822780588205e+02 1.105135112639687378e+02
1.106623783977676607e-04 1.107853689573190366e+02 1.107853689574207721e+02 1.107853624759969051e+02 1.107865647990565492e+02 1.107853689574460816e+02
1.109430241607842655e-04 1.110580151970151519e+02 1.110580151970923026e+02 1.110580086664797221e+02 1.110589159369201298e+02 1.110580151971115015e+02
1.112243816565996660e-04 1.113314083422713594e+02 1.113314083423171326e+02 1.113314017627214838e+02 1.113319373085389259e+02 1.113314083423285297e+02
1.115064526902066495e-04 1.116055050178366059e+02 1.116055050178479604e+02 1.116054983867748831e+02 1.116056305325903253e+02 1.116055050178507742e+02
1.117892390711755724e-04 1.118802611611152145e+02 1.118802611610930029e+02 1.118802544807778361e+02 1.118799972387230781e+02 1.118802611610874749e+02
1.120727426136659344e-04 1.121556320148419275e+02 1.121556320147910526e+02 1.121556252871385055e+02 1.121550390556159016e+02 1.121556320147783907e+02
1.123569651364380337e-04 1.124315721196894060e+02 1.124315721196189486e+02 1.124315653393839511e+02 1.124307576086504383e+02 1.124315721196014124e+02
1.126419084628647031e-04 1.127080353068079859e+02 1.127080353067313609e+02 1.127080284722188708e+02 1.127071545379874209e+02 1.127080353067123042e+02
1.129275744209428571e-04 1.129849789249164473e+02 1.129849789248511911e+02 1.129849720412716181e+02 1.129842314905954197e+02 1.129849789248349481e+02
1.132139648433054047e-04 1.132624181911526478e+02 1.132624181911153443e+02 1.132624112573188029e+02 1.132619901044109554e+02 1.132624181911060646e+02
1.135010815672328228e-04 1.135404113028262714e+02 1.135404113028287298e+02 1.135404043155575948e+02 1.135404320250165142e+02 1.135404113028293409e+02
