1.000000000000000048e-04 4.061900000000000546e+02 4.061900000000000546e+02 4.061899209761044744e+02
1.002536053960523439e-04 4.071884673356744884e+02 4.071884673356449866e+02 4.071883877252836328e+02
1.005078539490737580e-04 4.081893036658560163e+02 4.081893036658224787e+02 4.081892234632396139e+02
1.007627472901450157e-04 4.091925432806448839e+02 4.091925432806251592e+02 4.091924624884140940e+02
1.010182870544834149e-04 4.101982209227791145e+02 4.101982209227832641e+02 4.101981394992120045e+02
1.012744748814532183e-04 4.112063717923302875e+02 4.112063717923601303e+02 4.112062897311357119e+02
1.015313124145762654e-04 4.122170315514468371e+02 4.122170315514956656e+02 4.122169488951065546e+02
1.017888013015423940e-04 4.132302363291389611e+02 4.132302363291913707e+02 4.132301530599053763e+02
1.020469431942201059e-04 4.142460227261055365e+02 4.142460227261369710e+02 4.142459388221261065e+02
1.023057397486671114e-04 4.152644278196073628e+02 4.152644278195838865e+02 4.152643432739016589e+02
1.025651926251409945e-04 4.162854891683838900e+02 4.162854891682618472e+02 4.162854039717834098e+02
1.028253034881098385e-04 4.173092448176140010e+02 4.173092448173396178e+02 4.173091590017056660e+02
1.030860740062628780e-04 4.183357333039227797e+02 4.183357333034319367e+02 4.183356468625840989e+02
1.033475058525212733e-04 4.193649936604332424e+02 4.193649936596510202e+02 4.193649065385741892e+02
1.036096007040487762e-04 4.203970654218654204e+02 4.203970654207058715e+02 4.203969776119560038e+02
1.038723602422625316e-04 4.214319886296775621e+02 4.214319886280432002e+02 4.214319001815798060e+02
1.041357861528438377e-04 4.224698035367754301e+02 4.224698035345570588e+02 4.224697144517449487e+02
1.043998801257489884e-04 4.235104954645457269e+02 4.235104954616388113e+02 4.235104056806326298e+02
1.046646438552200611e-04 4.245539291830710908e+02 4.245539291794127053e+02 4.245538387062631500e+02
1.049300790397958671e-04 4.255999515673946689e+02 4.255999515629698067e+02 4.255998604300563102e+02
1.051961873823227799e-04 4.266484070662979207e+02 4.266484070611411425e+02 4.266483152318728571e+02
1.054629705899656859e-04 4.276991376764532333e+02 4.276991376706505434e+02 4.276990451309050059e+02
1.057304303742189345e-04 4.287519829163425129e+02 4.287519829100331776e+02 4.287518897069029435e+02
1.059985684509173162e-04 4.298067797999346453e+02 4.298067797933130123e+02 4.298066858849256846e+02
1.062673865402470803e-04 4.308633646337046912e+02 4.308633646270214399e+02 4.308632699728194666e+02
1.065368863667569532e-04 4.319216880890716652e+02 4.319216880825990188e+02 4.319215927404018771e+02
1.068070696593691974e-04 4.329818861379011423e+02 4.329818861318741483e+02 4.329817900667017057e+02
1.070779381513907382e-04 4.340441133752662495e+02 4.340441133698763565e+02 4.340440165646347168e+02
1.073494935805242628e-04 4.351085267235351353e+02 4.351085267189283172e+02 4.351084292315385369e+02
1.076217376888793340e-04 4.361752854570584077e+02 4.361752854533335153e+02 4.361751872087656352e+02
1.078946722229836246e-04 4.372445512270819563e+02 4.372445512242890118e+02 4.372444521715929682e+02
1.081682989337940987e-04 4.383164880868891373e+02 4.383164880850275154e+02 4.383163883300094881e+02
1.084426195767082329e-04 4.393912610448566056e+02 4.393912610438737261e+02 4.393911605923614161e+02
1.087176359115752788e-04 4.404689834129729888e+02 4.404689834127801760e+02 4.404688821666560443e+02
1.089933497027075789e-04 4.415497014274882872e+02 4.415497014279823134e+02 4.415495993728687836e+02
1.092697627188918426e-04 4.426334575008431784e+02 4.426334575019072304e+02 4.426333547071725434e+02
1.095468767334005440e-04 4.437202945852334324e+02 4.437202945867366566e+02 4.437201910366385391e+02
1.098246935240032650e-04 4.448102561781248596e+02 4.448102561799219643e+02 4.448101518066146127e+02
1.101032148729780795e-04 4.459033863278115177e+02 4.459033863297423181e+02 4.459032811827561318e+02
1.103824425671230599e-04 4.469997296390294537e+02 4.469997296409183036e+02 4.469996237364175045e+02
1.106623783977676607e-04 4.480993265489718169e+02 4.480993265506289163e+02 4.480992198226924188e+02
1.109430241607842655e-04 4.492021129326233790e+02 4.492021129338801302e+02 4.492020053964041040e+02
