    0.10000E-03    0.51581E+03
    0.10202E-03    0.52580E+03
    0.10408E-03    0.53599E+03
    0.10618E-03    0.54637E+03
    0.10833E-03    0.55696E+03
    0.11052E-03    0.56775E+03
    0.11275E-03    0.57875E+03
    0.11503E-03    0.58996E+03
    0.11735E-03    0.60139E+03
    0.11972E-03    0.61303E+03
    0.12214E-03    0.62491E+03
    0.12461E-03    0.63701E+03
    0.12712E-03    0.64935E+03
    0.12969E-03    0.66193E+03
    0.13231E-03    0.67474E+03
    0.13499E-03    0.68781E+03
    0.13771E-03    0.70113E+03
    0.14049E-03    0.71471E+03
    0.14333E-03    0.72855E+03
    0.14623E-03    0.74265E+03
    0.14918E-03    0.75703E+03
    0.15220E-03    0.77169E+03
    0.15527E-03    0.78663E+03
    0.15841E-03    0.80186E+03
    0.16161E-03    0.81738E+03
    0.16487E-03    0.83320E+03
    0.16820E-03    0.84932E+03
    0.17160E-03    0.86576E+03
    0.17507E-03    0.88252E+03
    0.17860E-03    0.89959E+03
    0.18221E-03    0.91700E+03
    0.18589E-03    0.93474E+03
    0.18965E-03    0.95283E+03
    0.19348E-03    0.97126E+03
    0.19739E-03    0.99005E+03
    0.20138E-03    0.10092E+04
    0.20544E-03    0.10287E+04
    0.20959E-03    0.10486E+04
    0.21383E-03    0.10689E+04
    0.21815E-03    0.10896E+04
    0.22255E-03    0.11106E+04
    0.22705E-03    0.11321E+04
    0.23164E-03    0.11540E+04
    0.23632E-03    0.11763E+04
    0.24109E-03    0.11990E+04
    0.24596E-03    0.12222E+04
    0.25093E-03    0.12458E+04
    0.25600E-03    0.12698E+04
    0.26117E-03    0.12944E+04
    0.26645E-03    0.13194E+04
    0.27183E-03    0.13448E+04
    0.27732E-03    0.13708E+04
    0.28292E-03    0.13973E+04
    0.28864E-03    0.14242E+04
    0.29447E-03    0.14517E+04
    0.30042E-03    0.14797E+04
    0.30649E-03    0.15082E+04
    0.31268E-03    0.15373E+04
    0.31899E-03    0.15670E+04
    0.32544E-03    0.15972E+04
    0.33201E-03    0.16280E+04
    0.33872E-03    0.16593E+04
    0.34556E-03    0.16913E+04
    0.35254E-03    0.17239E+04
    0.35966E-03    0.17570E+04
    0.36693E-03    0.17909E+04
    0.37434E-03    0.18253E+04
    0.38190E-03    0.18604E+04
    0.38962E-03    0.18962E+04
    0.39749E-03    0.19327E+04
    0.40552E-03    0.19698E+04
    0.41371E-03    0.20077E+04
    0.42207E-03    0.20463E+04
    0.43060E-03    0.20855E+04
    0.43929E-03    0.21256E+04
    0.44817E-03    0.21664E+04
    0.45722E-03    0.22079E+04
    0.46646E-03    0.22502E+04
    0.47588E-03    0.22934E+04
    0.48550E-03    0.23373E+04
    0.49530E-03    0.23821E+04
    0.50531E-03    0.24277E+04
    0.51552E-03    0.24741E+04
    0.52593E-03    0.25214E+04
    0.53656E-03    0.25696E+04
    0.54739E-03    0.26187E+04
    0.55845E-03    0.26687E+04
    0.56973E-03    0.27197E+04
    0.58124E-03    0.27715E+04
    0.59299E-03    0.28244E+04
    0.60496E-03    0.28782E+04
    0.61719E-03    0.29330E+04
    0.62965E-03    0.29888E+04
    0.64237E-03    0.30457E+04
    0.65535E-03    0.31035E+04
    0.66859E-03    0.31625E+04
    0.68210E-03    0.32225E+04
    0.69588E-03    0.32836E+04
    0.70993E-03    0.33459E+04
    0.72427E-03    0.34092E+04
    0.73891E-03    0.34738E+04
    0.75383E-03    0.35394E+04
    0.76906E-03    0.36063E+04
    0.78460E-03    0.36744E+04
    0.80045E-03    0.37437E+04
    0.81662E-03    0.38143E+04
    0.83311E-03    0.38861E+04
    0.84994E-03    0.39592E+04
    0.86711E-03    0.40336E+04
    0.88463E-03    0.41093E+04
    0.90250E-03    0.41864E+04
    0.92073E-03    0.42648E+04
    0.93933E-03    0.43447E+04
    0.95831E-03    0.44259E+04
    0.97767E-03    0.45086E+04
    0.99742E-03    0.45927E+04
    0.10176E-02    0.46783E+04
    0.10381E-02    0.47653E+04
    0.10591E-02    0.48539E+04
    0.10805E-02    0.49440E+04
    0.11023E-02    0.50357E+04
    0.11246E-02    0.51289E+04
    0.11473E-02    0.52237E+04
    0.11705E-02    0.53202E+04
    0.11941E-02    0.54183E+04
    0.12182E-02    0.55180E+04
    0.12429E-02    0.56195E+04
    0.12680E-02    0.57226E+04
    0.12936E-02    0.58274E+04
    0.13197E-02    0.59340E+04
    0.13464E-02    0.60424E+04
    0.13736E-02    0.61526E+04
    0.14013E-02    0.62645E+04
    0.14296E-02    0.63783E+04
    0.14585E-02    0.64940E+04
    0.14880E-02    0.66115E+04
    0.15180E-02    0.67309E+04
    0.15487E-02    0.68522E+04
    0.15800E-02    0.69754E+04
    0.16119E-02    0.71006E+04
    0.16445E-02    0.72277E+04
    0.16777E-02    0.73569E+04
    0.17116E-02    0.74880E+04
    0.17462E-02    0.76212E+04
    0.17814E-02    0.77564E+04
    0.18174E-02    0.78936E+04
    0.18541E-02    0.80329E+04
    0.18916E-02    0.81743E+04
    0.19298E-02    0.83179E+04
    0.19688E-02    0.84635E+04
    0.20086E-02    0.86112E+04
    0.20491E-02    0.87611E+04
    0.20905E-02    0.89132E+04
    0.21328E-02    0.90674E+04
    0.21758E-02    0.92238E+04
    0.22198E-02    0.93824E+04
    0.22646E-02    0.95431E+04
    0.23104E-02    0.97061E+04
    0.23571E-02    0.98713E+04
    0.24047E-02    0.10039E+05
    0.24533E-02    0.10208E+05
    0.25028E-02    0.10380E+05
    0.25534E-02    0.10554E+05
    0.26050E-02    0.10730E+05
    0.26576E-02    0.10909E+05
    0.27113E-02    0.11090E+05
    0.27660E-02    0.11273E+05
    0.28219E-02    0.11458E+05
    0.28789E-02    0.11645E+05
    0.29371E-02    0.11835E+05
    0.29964E-02    0.12026E+05
    0.30569E-02    0.12220E+05
    0.31187E-02    0.12416E+05
    0.31817E-02    0.12615E+05
    0.32460E-02    0.12815E+05
    0.33115E-02    0.13017E+05
    0.33784E-02    0.13222E+05
    0.34467E-02    0.13428E+05
    0.35163E-02    0.13637E+05
    0.35874E-02    0.13848E+05
    0.36598E-02    0.14060E+05
    0.37338E-02    0.14275E+05
    0.38092E-02    0.14491E+05
    0.38861E-02    0.14709E+05
    0.39646E-02    0.14929E+05
    0.40447E-02    0.15151E+05
    0.41264E-02    0.15375E+05
    0.42098E-02    0.15600E+05
    0.42948E-02    0.15827E+05
