1.0155e-07 4.5541e-07 2.1474e-07 2.29674e-07 2.42904e-07 2.94791e-07 2.92161e-07 2.83478e-07 3.35685e-07 3.77153e-07 4.55034e-07 3.35609e-07 2.51344e-07 1.97131e-07 1.44183e-07 1.19943e-07 7.70388e-08 4.01913e-08 3.34627e-08 2.7015e-08 -2.51043e-09 -2.07472e-08 -2.68971e-08 -3.32986e-08 -3.73114e-08 
3.27889e-07 2.585e-07 9.03114e-08 1.43115e-07 1.30512e-07 2.11007e-07 2.23149e-07 2.10459e-07 2.42741e-07 2.72268e-07 3.35609e-07 3.92903e-07 2.86479e-07 2.38016e-07 1.90747e-07 1.48172e-07 1.02217e-07 6.89458e-08 4.95747e-08 4.5218e-08 1.71308e-08 -3.21559e-09 -1.18796e-08 -8.90621e-09 -1.47506e-08 
3.75326e-07 2.61256e-07 1.46576e-07 1.58043e-07 1.49284e-07 2.14095e-07 2.1118e-07 1.72979e-07 1.85495e-07 1.98164e-07 2.51344e-07 2.86479e-07 3.35094e-07 2.64723e-07 2.13276e-07 1.65963e-07 1.21651e-07 8.22839e-08 5.45535e-08 3.73375e-08 1.12819e-08 -8.13676e-09 -1.01075e-08 -6.37562e-09 -1.69026e-08 
2.58437e-07 1.03725e-07 3.50644e-08 8.32637e-08 6.6577e-08 1.25585e-07 1.30918e-07 9.42899e-08 1.33213e-07 1.40658e-07 1.97131e-07 2.38016e-07 2.64723e-07 3.0935e-07 2.37957e-07 1.85577e-07 1.35197e-07 9.77712e-08 6.35472e-08 5.11219e-08 2.66797e-08 5.73186e-09 -5.91893e-10 5.0517e-09 -5.79538e-09 
2.76711e-07 9.75186e-08 2.30953e-09 5.52737e-08 3.50342e-08 6.55871e-08 6.17033e-08 5.80638e-08 9.5481e-08 8.91769e-08 1.44183e-07 1.90747e-07 2.13276e-07 2.37957e-07 2.91658e-07 2.22675e-07 1.63321e-07 1.16709e-07 7.87763e-08 5.56771e-08 3.46063e-08 1.40518e-08 7.0321e-09 9.71621e-09 3.27826e-09 
2.31297e-07 1.31947e-07 4.14105e-09 3.91359e-08 2.0242e-09 2.51807e-08 5.13136e-08 6.42304e-08 8.86206e-08 8.03831e-08 1.19943e-07 1.48172e-07 1.65963e-07 1.85577e-07 2.22675e-07 2.52979e-07 1.85937e-07 1.40579e-07 1.00257e-07 6.85224e-08 4.46836e-08 2.20686e-08 1.21086e-08 1.2489e-08 1.85805e-09 
1.90434e-07 9.27116e-08 -3.70569e-08 5.35357e-09 -3.18236e-08 -1.64103e-08 4.17209e-08 5.39907e-08 6.32523e-08 4.92416e-08 7.70388e-08 1.02217e-07 1.21651e-07 1.35197e-07 1.63321e-07 1.85937e-07 2.16373e-07 1.63085e-07 1.16863e-07 8.12927e-08 5.4876e-08 3.18664e-08 2.62726e-08 2.27674e-08 1.54807e-08 
3.32918e-07 1.05263e-07 -4.64435e-08 -9.74071e-09 -4.52026e-08 -1.76312e-08 4.2324e-08 4.58496e-08 5.3785e-08 2.67515e-08 4.01913e-08 6.89458e-08 8.22839e-08 9.77712e-08 1.16709e-07 1.40579e-07 1.63085e-07 1.9394e-07 1.42611e-07 1.08339e-07 8.30718e-08 5.63965e-08 4.50102e-08 3.76632e-08 2.18708e-08 
2.4764e-07 1.07862e-07 -2.45233e-08 -8.39409e-09 -2.32436e-08 -1.13093e-08 3.53144e-08 4.06768e-08 4.98642e-08 3.20628e-08 3.34627e-08 4.95747e-08 5.45535e-08 6.35472e-08 7.87763e-08 1.00257e-07 1.16863e-07 1.42611e-07 1.73727e-07 1.25448e-07 9.46586e-08 6.82304e-08 5.2895e-08 3.62819e-08 2.92443e-08 
1.3149e-07 5.47779e-08 7.79307e-09 -6.20444e-09 -4.30481e-08 -4.24488e-08 2.55723e-09 1.76328e-08 2.73723e-08 2.70472e-08 2.7015e-08 4.5218e-08 3.73375e-08 5.11219e-08 5.56771e-08 6.85224e-08 8.12927e-08 1.08339e-07 1.25448e-07 1.54099e-07 1.15844e-07 8.2591e-08 6.09467e-08 4.49969e-08 3.89558e-08 
1.25391e-08 6.73294e-09 -1.26045e-08 -1.71227e-08 -5.22941e-08 -5.43035e-08 -2.41857e-08 -1.10085e-08 -4.83475e-09 -1.18433e-08 -2.51043e-09 1.71308e-08 1.12819e-08 2.66797e-08 3.46063e-08 4.46836e-08 5.4876e-08 8.30718e-08 9.46586e-08 1.15844e-07 1.37019e-07 1.00633e-07 7.89938e-08 6.39697e-08 5.60671e-08 
-8.56926e-08 -9.27622e-08 -4.46665e-08 -8.85369e-09 -4.43608e-08 -5.84321e-08 -4.69749e-08 -4.29904e-08 -3.89266e-08 -3.01098e-08 -2.07472e-08 -3.21559e-09 -8.13676e-09 5.73186e-09 1.40518e-08 2.20686e-08 3.18664e-08 5.63965e-08 6.82304e-08 8.2591e-08 1.00633e-07 1.22278e-07 9.95972e-08 8.18995e-08 6.46489e-08 
-2.14932e-07 -1.28572e-07 -9.89474e-08 -3.81446e-08 -5.74859e-08 -4.53322e-08 -3.95452e-08 -5.30178e-08 -4.34525e-08 -3.44059e-08 -2.68971e-08 -1.18796e-08 -1.01075e-08 -5.91893e-10 7.0321e-09 1.21086e-08 2.62726e-08 4.50102e-08 5.2895e-08 6.09467e-08 7.89938e-08 9.95972e-08 1.2751e-07 1.02888e-07 8.17567e-08 
-1.50151e-07 -1.51362e-07 -1.20521e-07 -5.60409e-08 -7.85602e-08 -7.21203e-08 -5.95823e-08 -6.65544e-08 -5.29921e-08 -4.23626e-08 -3.32986e-08 -8.90621e-09 -6.37562e-09 5.0517e-09 9.71621e-09 1.2489e-08 2.27674e-08 3.76632e-08 3.62819e-08 4.49969e-08 6.39697e-08 8.18995e-08 1.02888e-07 1.28874e-07 9.91663e-08 
-1.62599e-07 -1.84225e-07 -1.25955e-07 -4.87118e-08 -6.93799e-08 -5.68998e-08 -4.88047e-08 -5.77159e-08 -4.84003e-08 -4.17071e-08 -3.73114e-08 -1.47506e-08 -1.69026e-08 -5.79538e-09 3.27826e-09 1.85805e-09 1.54807e-08 2.18708e-08 2.92443e-08 3.89558e-08 5.60671e-08 6.46489e-08 8.17567e-08 9.91663e-08 1.18151e-07 
