3.99911e-05 9.22863e-06 4.80326e-06 2.79889e-06 1.63334e-06 1.51671e-06 1.07186e-06 5.51923e-07 6.46632e-07 4.02821e-07 1.0155e-07 3.27889e-07 3.75326e-07 2.58437e-07 2.76711e-07 2.31297e-07 1.90434e-07 3.32918e-07 2.4764e-07 1.3149e-07 1.25391e-08 -8.56926e-08 -2.14932e-07 -1.50151e-07 -1.62599e-07 
9.22863e-06 8.43953e-06 4.18177e-06 2.57225e-06 1.79377e-06 1.19832e-06 8.27609e-07 5.71434e-07 6.99341e-07 5.54234e-07 4.5541e-07 2.585e-07 2.61256e-07 1.03725e-07 9.75186e-08 1.31947e-07 9.27116e-08 1.05263e-07 1.07862e-07 5.47779e-08 6.73294e-09 -9.27622e-08 -1.28572e-07 -1.51362e-07 -1.84225e-07 
4.80326e-06 4.18177e-06 4.35356e-06 2.56988e-06 1.67866e-06 1.10995e-06 6.7699e-07 4.61939e-07 4.20151e-07 3.51082e-07 2.1474e-07 9.03114e-08 1.46576e-07 3.50644e-08 2.30953e-09 4.14105e-09 -3.70569e-08 -4.64435e-08 -2.45233e-08 7.79307e-09 -1.26045e-08 -4.46665e-08 -9.89474e-08 -1.20521e-07 -1.25955e-07 
2.79889e-06 2.57225e-06 2.56988e-06 2.57231e-06 1.70143e-06 1.21301e-06 7.53981e-07 5.11926e-07 3.95291e-07 3.22628e-07 2.29674e-07 1.43115e-07 1.58043e-07 8.32637e-08 5.52737e-08 3.91359e-08 5.35357e-09 -9.74071e-09 -8.39409e-09 -6.20444e-09 -1.71227e-08 -8.85369e-09 -3.81446e-08 -5.60409e-08 -4.87118e-08 
1.63334e-06 1.79377e-06 1.67866e-06 1.70143e-06 1.9735e-06 1.37258e-06 8.48312e-07 5.87589e-07 4.00117e-07 3.15222e-07 2.42904e-07 1.30512e-07 1.49284e-07 6.6577e-08 3.50342e-08 2.0242e-09 -3.18236e-08 -4.52026e-08 -2.32436e-08 -4.30481e-08 -5.22941e-08 -4.43608e-08 -5.74859e-08 -7.85602e-08 -6.93799e-08 
1.51671e-06 1.19832e-06 1.10995e-06 1.21301e-06 1.37258e-06 1.50517e-06 1.02438e-06 6.87844e-07 5.06246e-07 3.84121e-07 2.94791e-07 2.11007e-07 2.14095e-07 1.25585e-07 6.55871e-08 2.51807e-08 -1.64103e-08 -1.76312e-08 -1.13093e-08 -4.24488e-08 -5.43035e-08 -5.84321e-08 -4.53322e-08 -7.21203e-08 -5.68998e-08 
1.07186e-06 8.27609e-07 6.7699e-07 7.53981e-07 8.48312e-07 1.02438e-06 1.13155e-06 7.74752e-07 5.62884e-07 4.15407e-07 2.92161e-07 2.23149e-07 2.1118e-07 1.30918e-07 6.17033e-08 5.13136e-08 4.17209e-08 4.2324e-08 3.53144e-08 2.55723e-09 -2.41857e-08 -4.69749e-08 -3.95452e-08 -5.95823e-08 -4.88047e-08 
5.51923e-07 5.71434e-07 4.61939e-07 5.11926e-07 5.87589e-07 6.87844e-07 7.74752e-07 8.68464e-07 5.82207e-07 4.08516e-07 2.83478e-07 2.10459e-07 1.72979e-07 9.42899e-08 5.80638e-08 6.42304e-08 5.39907e-08 4.58496e-08 4.06768e-08 1.76328e-08 -1.10085e-08 -4.29904e-08 -5.30178e-08 -6.65544e-08 -5.77159e-08 
6.46632e-07 6.99341e-07 4.20151e-07 3.95291e-07 4.00117e-07 5.06246e-07 5.62884e-07 5.82207e-07 6.37221e-07 4.52767e-07 3.35685e-07 2.42741e-07 1.85495e-07 1.33213e-07 9.5481e-08 8.86206e-08 6.32523e-08 5.3785e-08 4.98642e-08 2.73723e-08 -4.83475e-09 -3.89266e-08 -4.34525e-08 -5.29921e-08 -4.84003e-08 
4.02821e-07 5.54234e-07 3.51082e-07 3.22628e-07 3.15222e-07 3.84121e-07 4.15407e-07 4.08516e-07 4.52767e-07 5.12381e-07 3.77153e-07 2.72268e-07 1.98164e-07 1.40658e-07 8.91769e-08 8.03831e-08 4.92416e-08 2.67515e-08 3.20628e-08 2.70472e-08 -1.18433e-08 -3.01098e-08 -3.44059e-08 -4.23626e-08 -4.17071e-08 
