4.19231e-05 1.01038e-05 4.28863e-06 3.26457e-06 1.85648e-06 1.34525e-06 8.89277e-07 7.81245e-07 7.42431e-07 4.53543e-07 4.51064e-07 3.34251e-07 3.6511e-07 1.85657e-07 1.23952e-08 1.17042e-07 5.79724e-08 -1.23498e-08 -1.00857e-07 -8.71152e-08 -1.63835e-08 9.17162e-08 5.08268e-08 -2.1151e-09 5.33807e-08 
1.01038e-05 8.00555e-06 3.64511e-06 2.53643e-06 1.50504e-06 1.09993e-06 7.05743e-07 5.22662e-07 4.82327e-07 3.49408e-07 2.95905e-07 2.73248e-07 1.87594e-07 5.84335e-08 4.69894e-08 9.67847e-08 6.15885e-08 6.80759e-09 -2.45408e-08 -6.09647e-08 -9.00977e-09 8.47698e-09 3.2348e-08 3.16174e-08 2.02316e-08 
4.28863e-06 3.64511e-06 3.68868e-06 2.15087e-06 1.44897e-06 1.01761e-06 7.95492e-07 5.26178e-07 4.5013e-07 3.20089e-07 2.74779e-07 1.89745e-07 7.88666e-08 2.51491e-08 -3.59961e-08 -2.22772e-08 -6.51868e-08 -6.12596e-08 -6.80555e-08 -4.06245e-08 9.76476e-09 6.57611e-09 -1.21174e-08 -1.9683e-08 -2.30969e-08 
3.26457e-06 2.53643e-06 2.15087e-06 2.51586e-06 1.59922e-06 1.06778e-06 7.81939e-07 5.46508e-07 4.8092e-07 3.43671e-07 3.10628e-07 2.55566e-07 1.44225e-07 1.19065e-07 4.48048e-08 7.09815e-08 3.93657e-08 5.36412e-09 7.45568e-09 3.10802e-09 6.49907e-08 5.43826e-08 2.52455e-08 3.71833e-08 4.14166e-08 
1.85648e-06 1.50504e-06 1.44897e-06 1.59922e-06 1.79538e-06 1.21233e-06 8.56077e-07 6.3576e-07 4.74717e-07 3.51281e-07 3.00736e-07 2.11588e-07 1.40262e-07 1.04892e-07 4.09586e-08 3.0979e-08 1.33251e-08 -2.26104e-09 -2.01434e-09 -2.84741e-09 3.47308e-08 3.63086e-08 1.84478e-08 3.28396e-08 2.69951e-08 
1.34525e-06 1.09993e-06 1.01761e-06 1.06778e-06 1.21233e-06 1.37313e-06 9.57208e-07 6.93839e-07 5.06274e-07 3.6948e-07 3.26728e-07 2.52826e-07 1.54527e-07 1.31319e-07 5.42971e-08 5.95693e-08 3.55964e-08 5.1693e-08 4.96241e-08 3.12033e-08 3.95863e-08 3.77753e-08 1.89555e-08 1.78558e-08 1.74389e-08 
8.89277e-07 7.05743e-07 7.95492e-07 7.81939e-07 8.56077e-07 9.57208e-07 1.1264e-06 8.05059e-07 5.55098e-07 3.92934e-07 3.40102e-07 2.57268e-07 1.75791e-07 1.57379e-07 8.67362e-08 9.62876e-08 6.25648e-08 5.98292e-08 4.94263e-08 4.46151e-08 4.31872e-08 3.20711e-08 1.27319e-08 2.14209e-08 2.0742e-08 
7.81245e-07 5.22662e-07 5.26178e-07 5.46508e-07 6.3576e-07 6.93839e-07 8.05059e-07 9.16633e-07 6.19398e-07 4.48504e-07 3.60845e-07 2.78876e-07 1.78781e-07 1.6519e-07 1.02082e-07 1.00684e-07 9.7294e-08 9.16092e-08 8.53981e-08 6.4696e-08 6.16038e-08 4.8887e-08 4.13876e-08 4.13649e-08 4.03728e-08 
7.42431e-07 4.82327e-07 4.5013e-07 4.8092e-07 4.74717e-07 5.06274e-07 5.55098e-07 6.19398e-07 7.06925e-07 5.37569e-07 4.20068e-07 2.90498e-07 1.97105e-07 1.50262e-07 8.37013e-08 8.59699e-08 7.34358e-08 6.48194e-08 6.60658e-08 4.73759e-08 4.86086e-08 2.62182e-08 1.86912e-08 2.92707e-08 3.15827e-08 
4.53543e-07 3.49408e-07 3.20089e-07 3.43671e-07 3.51281e-07 3.6948e-07 3.92934e-07 4.48504e-07 5.37569e-07 6.13116e-07 4.59e-07 3.33988e-07 2.21764e-07 1.7315e-07 1.16387e-07 1.09213e-07 8.75644e-08 6.34501e-08 5.57197e-08 4.10896e-08 3.15586e-08 2.49122e-08 2.94136e-08 2.72561e-08 2.43608e-08 
