36.2950819672 0.0380269309658 0.0380269309658 0.0395881384611
44.2417582418 0.0218091207986 0.0218091207986 0.0192896482934
52.2047244094 0.0132690679002 0.0132690679002 0.0132548548281
60.1775147929 0.00841790396226 0.00841790396226 0.00659534774188
68.1566820276 0.00550815447024 0.00550815447024 0.00662417616695
76.1402214022 0.00366750968247 0.00366750968247 0.00219226080974
84.1268882175 0.00245028831862 0.00245028831862 0.00201906094195
92.1158690176 0.00161100478579 0.00161100478579 0.00113657310639
100.106609808 0.00100617398411 0.00100617398411 0.00298865405577
108.098720293 0.000560321413347 0.000560321413347 0.00230370395417
116.091917591 0.000225314071186 0.000225314071186 0.00137133334231
124.085991678 -3.58980139038e-05 -3.58980139038e-05 -0.000968726052504
132.080783354 -0.000240161237095 -0.000240161237095 -0.00111638779553
140.07616975 -0.000403438850569 -0.000403438850569 0.000151698334126
148.072054528 -0.000534487405526 -0.000534487405526 -0.000770781854432
156.068361087 -0.000642180072103 -0.000642180072103 -0.00131661837388
164.065027756 -0.000729513091581 -0.000729513091581 -0.000637044675385
172.062004326 -0.000803788220186 -0.000803788220186 -0.000699201066581
