0.005 2.60294391267e-05
0.015 2.60329186589e-05
0.025 2.60398783414e-05
0.035 2.60503194082e-05
0.045 2.60642437038e-05
0.055 2.60816536763e-05
0.065 2.61025523673e-05
0.075 2.61269433998e-05
0.085 2.61548309636e-05
0.095 2.61862197982e-05
0.105 2.62211151739e-05
0.115 2.62595228702e-05
0.125 2.63014491517e-05
0.135 2.6346900743e-05
0.145 2.63958848003e-05
0.155 2.64484088815e-05
0.165 2.65044809143e-05
0.175 2.65641091625e-05
0.185 2.66273021904e-05
0.195 2.66940688252e-05
0.205 2.67644181181e-05
0.215 2.68383593034e-05
0.225 2.69159017568e-05
0.235 2.69970549512e-05
0.245 2.70818284116e-05
0.255 2.71702316693e-05
0.265 2.72622742137e-05
0.275 2.73579654438e-05
0.285 2.74573146181e-05
0.295 2.75603308038e-05
0.305 2.76670228251e-05
0.315 2.77773992099e-05
0.325 2.78914681366e-05
0.335 2.80092373795e-05
0.345 2.81307142538e-05
0.355 2.82559055596e-05
0.365 2.8384817526e-05
0.375 2.85174557535e-05
0.385 2.86538251573e-05
0.395 2.8793929909e-05
0.405 2.89377733789e-05
0.415 2.90853580768e-05
0.425 2.92366855941e-05
0.435 2.9391756544e-05
0.445 2.9550570503e-05
0.455 2.97131259512e-05
0.465 2.98794202136e-05
0.475 3.00494494e-05
0.485 3.02232083465e-05
0.495 3.04006905562e-05
0.505 3.058188814e-05
0.515 3.07667917585e-05
0.525 3.0955390563e-05
0.535 3.11476721379e-05
0.545 3.13436224433e-05
0.555 3.15432257575e-05
0.565 3.17464646208e-05
0.575 3.19533197798e-05
0.585 3.2163770132e-05
0.595 3.2377792672e-05
0.605 3.25953624377e-05
0.615 3.28164524583e-05
0.625 3.30410337027e-05
0.635 3.32690750297e-05
0.645 3.35005431389e-05
0.655 3.37354025232e-05
0.665 3.39736154232e-05
0.675 3.42151417818e-05
0.685 3.44599392024e-05
0.695 3.47079629071e-05
0.705 3.49591656981e-05
0.715 3.52134979201e-05
0.725 3.54709074253e-05
0.735 3.57313395406e-05
0.745 3.59947370372e-05
0.755 3.62610401021e-05
0.765 3.65301863127e-05
0.775 3.6802110614e-05
0.785 3.70767452983e-05
0.795 3.73540199879e-05
0.805 3.76338616208e-05
0.815 3.79161944398e-05
0.825 3.82009399839e-05
0.835 3.84880170842e-05
0.845 3.87773418622e-05
0.855 3.90688277321e-05
0.865 3.93623854068e-05
0.875 3.9657922907e-05
0.885 3.99553455746e-05
0.895 4.02545560899e-05
0.905 4.0555454492e-05
0.915 4.08579382046e-05
0.925 4.11619020642e-05
0.935 4.14672383535e-05
0.945 4.17738368385e-05
0.955 4.208158481e-05
0.965 4.23903671291e-05
0.975 4.27000662768e-05
0.985 4.30105624086e-05
0.995 4.3321733412e-05
