10.0 0.0445889017433 0.0452087361267
15.0 0.0305681078536 0.0310698386118
20.0 0.022064992519 0.0224641252168
25.0 0.0164508124229 0.0167621019548
30.0 0.0125661216046 0.0128121258061
35.0 0.00977746811736 0.00997958748649
40.0 0.00771756061896 0.00789195700207
45.0 0.00616150392023 0.00631849758755
50.0 0.00496491322301 0.00510994841275
55.0 0.0040315370522 0.00416652811198
60.0 0.00329512276391 0.00341967006954
65.0 0.00270887210861 0.00282114479426
70.0 0.00223893487002 0.00233622058459
75.0 0.00186061361333 0.00193952264601
80.0 0.00155586428375 0.00161221914271
85.0 0.00131161894473 0.00134010894858
90.0 0.00111852942033 0.00111236562019
95.0 0.000969569606031 0.000920581896077
100.0 0.000858373214585 0.000758231237426
105.0 0.000777257745565 0.000620186703034
110.0 0.000715869043614 0.000502414155678
115.0 0.000661544271886 0.00040171999298
120.0 0.000601756429228 0.000315501832422
125.0 0.000527636956472 0.000241578873134
130.0 0.000436595719299 0.000178149292211
135.0 0.000332456146581 0.000123739747812
140.0 0.00022320922783 7.71283342321e-05
145.0 0.000117869104287 3.72889025973e-05
150.0 2.38315571345e-05 3.34178473663e-06
155.0 -5.44417343227e-05 -2.5452782112e-05
160.0 -0.00011549853656 -4.97552208287e-05
165.0 -0.00016015538892 -7.01225847156e-05
170.0 -0.000190563299133 -8.70242835987e-05
175.0 -0.000209426814123 -0.000100896455816
180.0 -0.000219402739541 -0.000112100373644
185.0 -0.000222833101283 -0.000120971104269
190.0 -0.000221623253124 -0.000127810495745
195.0 -0.000217203631902 -0.000132841199944
200.0 -0.000210645772269 -0.00013627522762
205.0 -0.000202744429424 -0.000138324937496
210.0 -0.000194045719142 -0.000139153968062
215.0 -0.000184955527765 -0.000138939291515
220.0 -0.000175755537298 -0.000137837891397
225.0 -0.000166600643694 -0.000135945097791
230.0 -0.000157633080741 -0.000133401587868
235.0 -0.000148909139361 -0.000130285185327
240.0 -0.000140495302871 -0.000126710999145
245.0 -0.000132402370458 -0.000122744058372
250.0 -0.000124667760562 -0.000118491777415
255.0 -0.000117271978175 -0.000114000555585
260.0 -0.000110195073381 -0.000109318875897
265.0 -0.000103445422705 -0.000104526782054
270.0 -9.69670300626e-05 -9.96227351516e-05
275.0 -9.0740036214e-05 -9.4641310905e-05
280.0 -8.47717391239e-05 -8.96411620239e-05
285.0 -7.9047766585e-05 -8.46475217876e-05
290.0 -7.35179505268e-05 -7.96359639866e-05
295.0 -6.8223612605e-05 -7.46860462738e-05
